gene_symbol,GO_term
SLC25A12,L-glutamate transmembrane transporter activity
SLC25A12,aspartate transmembrane transport
SLC25A12,aspartate transmembrane transport
SLC25A12,calcium ion binding
SLC25A12,gluconeogenesis
SLC25A12,glutamate biosynthetic process
SLC25A12,identical protein binding
SLC25A12,integral component of membrane
SLC25A12,malate-aspartate shuttle
SLC25A12,malate-aspartate shuttle
SLC25A12,mitochondrial inner membrane
SLC25A12,mitochondrion
SLC25A12,mitochondrion
SLC25A12,negative regulation of glucose catabolic process to lactate via pyruvate
SLC25A12,positive regulation of ATP biosynthetic process
SLC25A12,positive regulation of glucose metabolic process
SLC25A12,positive regulation of myelination
SLC25A12,response to calcium ion
SLC25A12,transmembrane transporter activity
SLC25A12,transport
SLC25A27,apical part of cell
SLC25A27,cellular triglyceride homeostasis
SLC25A27,inner ear development
SLC25A27,integral component of membrane
SLC25A27,mitochondrial inner membrane
SLC25A27,mitochondrial membrane
SLC25A27,mitochondrion
SLC25A27,negative regulation of apoptotic process
SLC25A27,negative regulation of mitochondrial calcium ion concentration
SLC25A27,negative regulation of mitochondrial membrane potential
SLC25A27,neuron death
SLC25A27,neuronal cell body
SLC25A27,positive regulation of cell population proliferation
SLC25A27,proton transmembrane transport
SLC25A27,regulation of glucose import
SLC25A27,response to cold
SLC25A39,heme biosynthetic process
SLC25A39,integral component of membrane
SLC25A39,mitochondrial inner membrane
SLC27A4,activation of GTPase activity
SLC27A4,arachidonate-CoA ligase activity
SLC27A4,brush border membrane
SLC27A4,endoplasmic reticulum
SLC27A4,endoplasmic reticulum
SLC27A4,endoplasmic reticulum membrane
SLC27A4,endoplasmic reticulum membrane
SLC27A4,fatty acid metabolic process
SLC27A4,fatty acid transport
SLC27A4,glucose import in response to insulin stimulus
SLC27A4,integral component of membrane
SLC27A4,lipid transport across blood-brain barrier
SLC27A4,long-chain fatty acid import into cell
SLC27A4,long-chain fatty acid import into cell
SLC27A4,long-chain fatty acid import into cell
SLC27A4,long-chain fatty acid metabolic process
SLC27A4,long-chain fatty acid transport
SLC27A4,long-chain fatty acid transport
SLC27A4,long-chain fatty acid transporter activity
SLC27A4,long-chain fatty acid transporter activity
SLC27A4,long-chain fatty acid-CoA ligase activity
SLC27A4,long-chain fatty acid-CoA ligase activity
SLC27A4,medium-chain fatty acid transport
SLC27A4,membrane
SLC27A4,microvillus
SLC27A4,"negative regulation of all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity"
SLC27A4,negative regulation of insulin receptor signaling pathway
SLC27A4,nucleotide binding
SLC27A4,oleoyl-CoA ligase activity
SLC27A4,oleoyl-CoA ligase activity
SLC27A4,palmitoyl-CoA ligase activity
SLC27A4,plasma membrane
SLC27A4,plasma membrane
SLC27A4,positive regulation of apoptotic process
SLC27A4,response to nutrient
SLC27A4,skin development
SLC27A4,transport across blood-brain barrier
SLC27A4,very long-chain fatty acid catabolic process
SLC27A4,very long-chain fatty acid-CoA ligase activity
SLC29A4,apical plasma membrane
SLC29A4,basolateral plasma membrane
SLC29A4,cation transmembrane transport
SLC29A4,cation transmembrane transporter activity
SLC29A4,dopamine uptake
SLC29A4,dopamine uptake
SLC29A4,efflux transmembrane transporter activity
SLC29A4,epinephrine uptake
SLC29A4,export across plasma membrane
SLC29A4,histamine metabolic process
SLC29A4,histamine uptake
SLC29A4,histamine uptake
SLC29A4,integral component of membrane
SLC29A4,monoamine transmembrane transporter activity
SLC29A4,monoamine transmembrane transporter activity
SLC29A4,monoamine transmembrane transporter activity
SLC29A4,monoamine transmembrane transporter activity
SLC29A4,monoamine transport
SLC29A4,neurotransmitter transmembrane transporter activity
SLC29A4,neurotransmitter transmembrane transporter activity
SLC29A4,neurotransmitter transmembrane transporter activity
SLC29A4,neurotransmitter transport
SLC29A4,neurotransmitter transport
SLC29A4,norepinephrine uptake
SLC29A4,norepinephrine uptake
SLC29A4,nucleoside transmembrane transport
SLC29A4,nucleoside transmembrane transporter activity
SLC29A4,organic acid transmembrane transport
SLC29A4,organic acid transmembrane transporter activity
SLC29A4,organic cation transmembrane transporter activity
SLC29A4,organic cation transport
SLC29A4,plasma membrane
SLC29A4,plasma membrane
SLC29A4,plasma membrane
SLC29A4,presynapse
SLC29A4,serotonin uptake
SLC29A4,serotonin uptake
SLC29A4,toxin transmembrane transporter activity
SLC29A4,toxin transport
SLC29A4,transport across blood-brain barrier
SLC29A4,xenobiotic transmembrane transporter activity
SLC29A4,xenobiotic transmembrane transporter activity
SLC29A4,xenobiotic transport
SLC29A4,xenobiotic transport
SLC29A4,xenobiotic transport
SLC35B1,UDP-galactose transmembrane transport
SLC35B1,UDP-galactose transmembrane transporter activity
SLC35B1,UDP-glucose transmembrane transport
SLC35B1,UDP-glucose transmembrane transporter activity
SLC35B1,carbohydrate transport
SLC35B1,integral component of Golgi membrane
SLC35B1,integral component of endoplasmic reticulum membrane
SLC35B1,intracellular membrane-bounded organelle
SLC35B1,protein binding
SLC35B1,transmembrane transporter activity
SLC38A10,Golgi apparatus
SLC38A10,amino acid transmembrane transport
SLC38A10,amino acid transmembrane transporter activity
SLC38A10,bone development
SLC38A10,integral component of membrane
SLC38A10,sodium ion transport
SLC45A1,glucose transmembrane transport
SLC45A1,integral component of membrane
SLC45A1,membrane
SLC45A1,sucrose transport
SLC45A1,sucrose:proton symporter activity
SLC4A10,CA3 pyramidal cell dendrite
SLC4A10,anion transmembrane transport
SLC4A10,anion:anion antiporter activity
SLC4A10,apical dendrite
SLC4A10,apical plasma membrane
SLC4A10,axon terminus
SLC4A10,basal dendrite
SLC4A10,basolateral plasma membrane
SLC4A10,basolateral plasma membrane
SLC4A10,bicarbonate transport
SLC4A10,bicarbonate transport
SLC4A10,bicarbonate transport
SLC4A10,brain morphogenesis
SLC4A10,chloride transport
SLC4A10,dendrite
SLC4A10,inorganic anion exchanger activity
SLC4A10,integral component of membrane
SLC4A10,ion homeostasis
SLC4A10,locomotory exploration behavior
SLC4A10,multicellular organism growth
SLC4A10,neuronal cell body
SLC4A10,perikaryon
SLC4A10,plasma membrane
SLC4A10,plasma membrane
SLC4A10,post-embryonic development
SLC4A10,postsynapse
SLC4A10,proton transmembrane transport
SLC4A10,pyramidal neuron development
SLC4A10,regulation of intracellular pH
SLC4A10,regulation of short-term neuronal synaptic plasticity
SLC4A10,response to light stimulus
SLC4A10,sodium ion transmembrane transport
SLC4A10,sodium:bicarbonate symporter activity
SLC4A10,sodium:bicarbonate symporter activity
SLC4A10,sodium:bicarbonate symporter activity
SLC4A10,somatodendritic compartment
SLC4A10,synapse
SLC4A10,transmembrane transport
SLC4A10,transmembrane transporter activity
SLC4A10,visual perception
SLC6A1,GABA-ergic synapse
SLC6A1,associative learning
SLC6A1,axon
SLC6A1,axon
SLC6A1,cell surface
SLC6A1,chemical synaptic transmission
SLC6A1,chloride transmembrane transport
SLC6A1,gamma-aminobutyric acid import
SLC6A1,gamma-aminobutyric acid import
SLC6A1,gamma-aminobutyric acid transmembrane transporter activity
SLC6A1,gamma-aminobutyric acid:sodium symporter activity
SLC6A1,gamma-aminobutyric acid:sodium symporter activity
SLC6A1,identical protein binding
SLC6A1,inorganic anion import across plasma membrane
SLC6A1,integral component of membrane
SLC6A1,integral component of postsynaptic membrane
SLC6A1,integral component of presynaptic membrane
SLC6A1,membrane
SLC6A1,memory
SLC6A1,metal ion binding
SLC6A1,"negative regulation of synaptic transmission, GABAergic"
SLC6A1,neuron projection
SLC6A1,neuronal cell body
SLC6A1,neurotransmitter binding
SLC6A1,neurotransmitter reuptake
SLC6A1,plasma membrane
SLC6A1,plasma membrane
SLC6A1,plasma membrane
SLC6A1,positive regulation of gamma-aminobutyric acid secretion
SLC6A1,protein binding
SLC6A1,response to calcium ion
SLC6A1,response to cocaine
SLC6A1,response to estradiol
SLC6A1,response to inorganic substance
SLC6A1,response to lead ion
SLC6A1,response to purine-containing compound
SLC6A1,response to sucrose
SLC6A1,response to toxic substance
SLC6A1,sodium ion import across plasma membrane
SLC6A1,sodium ion transmembrane transport
SLC6A1,sodium:chloride symporter activity
SLC6A1,synapse organization
SLC6A1,transport across blood-brain barrier
SLC6A3,adenohypophysis development
SLC6A3,aging
SLC6A3,axon
SLC6A3,cell surface
SLC6A3,cytoplasm
SLC6A3,dopamine binding
SLC6A3,dopamine biosynthetic process
SLC6A3,dopamine catabolic process
SLC6A3,dopamine transport
SLC6A3,dopamine uptake
SLC6A3,dopamine uptake
SLC6A3,dopamine uptake involved in synaptic transmission
SLC6A3,dopamine:sodium symporter activity
SLC6A3,dopamine:sodium symporter activity
SLC6A3,drug binding
SLC6A3,flotillin complex
SLC6A3,hyaloid vascular plexus regression
SLC6A3,integral component of membrane
SLC6A3,integral component of plasma membrane
SLC6A3,lactation
SLC6A3,locomotory behavior
SLC6A3,membrane raft
SLC6A3,metal ion binding
SLC6A3,monoamine transmembrane transporter activity
SLC6A3,monoamine transmembrane transporter activity
SLC6A3,monoamine transmembrane transporter activity
SLC6A3,monoamine transport
SLC6A3,neuron projection
SLC6A3,neuron projection
SLC6A3,neuronal cell body
SLC6A3,neuronal cell body membrane
SLC6A3,neurotransmitter biosynthetic process
SLC6A3,neurotransmitter transmembrane transporter activity
SLC6A3,neurotransmitter transport
SLC6A3,norepinephrine transport
SLC6A3,norepinephrine uptake
SLC6A3,norepinephrine:sodium symporter activity
SLC6A3,plasma membrane
SLC6A3,plasma membrane
SLC6A3,plasma membrane
SLC6A3,positive regulation of multicellular organism growth
SLC6A3,prepulse inhibition
SLC6A3,presynaptic membrane
SLC6A3,protease binding
SLC6A3,protein N-terminus binding
SLC6A3,protein binding
SLC6A3,protein phosphatase 2A binding
SLC6A3,protein-containing complex binding
SLC6A3,regulation of dopamine metabolic process
SLC6A3,response to cAMP
SLC6A3,response to cocaine
SLC6A3,response to ethanol
SLC6A3,response to iron ion
SLC6A3,response to nicotine
SLC6A3,sensory perception of smell
SLC6A3,signaling receptor binding
SLC6A3,sodium ion transmembrane transport
SLC6A4,actin filament binding
SLC6A4,brain morphogenesis
SLC6A4,cellular response to cGMP
SLC6A4,cellular response to retinoic acid
SLC6A4,circadian rhythm
SLC6A4,cocaine binding
SLC6A4,endomembrane system
SLC6A4,endosome membrane
SLC6A4,focal adhesion
SLC6A4,identical protein binding
SLC6A4,integral component of postsynaptic membrane
SLC6A4,integral component of presynaptic membrane
SLC6A4,membrane raft
SLC6A4,memory
SLC6A4,metal ion binding
SLC6A4,monoamine transmembrane transporter activity
SLC6A4,monoamine transmembrane transporter activity
SLC6A4,monoamine transport
SLC6A4,negative regulation of cerebellar granule cell precursor proliferation
SLC6A4,negative regulation of neuron differentiation
SLC6A4,negative regulation of organ growth
SLC6A4,"negative regulation of synaptic transmission, dopaminergic"
SLC6A4,neuron projection
SLC6A4,neurotransmitter biosynthetic process
SLC6A4,neurotransmitter transmembrane transporter activity
SLC6A4,neurotransmitter transport
SLC6A4,nitric-oxide synthase binding
SLC6A4,plasma membrane
SLC6A4,plasma membrane
SLC6A4,plasma membrane
SLC6A4,positive regulation of cell cycle
SLC6A4,positive regulation of gene expression
SLC6A4,positive regulation of serotonin secretion
SLC6A4,protein binding
SLC6A4,regulation of thalamus size
SLC6A4,response to drug
SLC6A4,response to estradiol
SLC6A4,response to hypoxia
SLC6A4,response to nutrient
SLC6A4,response to toxic substance
SLC6A4,serotonergic synapse
SLC6A4,serotonin binding
SLC6A4,serotonin uptake
SLC6A4,serotonin uptake
SLC6A4,serotonin uptake
SLC6A4,serotonin uptake
SLC6A4,serotonin:sodium symporter activity
SLC6A4,serotonin:sodium symporter activity
SLC6A4,serotonin:sodium symporter activity
SLC6A4,social behavior
SLC6A4,sodium ion transmembrane transport
SLC6A4,sperm ejaculation
SLC6A4,synapse
SLC6A4,syntaxin-1 binding
SLC6A4,vasoconstriction
SLC6A8,creatine metabolic process
SLC6A8,creatine transmembrane transport
SLC6A8,creatine transmembrane transport
SLC6A8,creatine transmembrane transporter activity
SLC6A8,creatine:sodium symporter activity
SLC6A8,integral component of membrane
SLC6A8,integral component of plasma membrane
SLC6A8,molecular_function
SLC6A8,muscle contraction
SLC6A8,neurotransmitter transport
SLC6A8,nitrogen compound transport
SLC6A8,plasma membrane
SLC6A8,plasma membrane
SLC6A8,sodium ion transmembrane transport
SLC7A3,L-arginine import across plasma membrane
SLC7A3,L-arginine import across plasma membrane
SLC7A3,L-arginine transmembrane transporter activity
SLC7A3,L-lysine import across plasma membrane
SLC7A3,L-lysine transmembrane transporter activity
SLC7A3,L-lysine transmembrane transporter activity
SLC7A3,L-ornithine import across plasma membrane
SLC7A3,L-ornithine transmembrane transport
SLC7A3,L-ornithine transmembrane transporter activity
SLC7A3,L-ornithine transmembrane transporter activity
SLC7A3,amino acid transmembrane transporter activity
SLC7A3,amino acid transmembrane transporter activity
SLC7A3,amino acid transport
SLC7A3,amino acid transport
SLC7A3,arginine transmembrane transporter activity
SLC7A3,integral component of membrane
SLC7A3,plasma membrane
SLC7A3,plasma membrane
SLC7A3,plasma membrane
SLC7A3,protein binding
SLC7A3,transport across blood-brain barrier
SLC7A5,L-alpha-amino acid transmembrane transport
SLC7A5,L-amino acid transmembrane transporter activity
SLC7A5,L-leucine import across plasma membrane
SLC7A5,L-leucine import across plasma membrane
SLC7A5,L-leucine transmembrane transporter activity
SLC7A5,L-leucine transmembrane transporter activity
SLC7A5,L-tryptophan transmembrane transport
SLC7A5,L-tryptophan transmembrane transporter activity
SLC7A5,amino acid import across plasma membrane
SLC7A5,amino acid import across plasma membrane
SLC7A5,amino acid import across plasma membrane
SLC7A5,amino acid transmembrane transport
SLC7A5,amino acid transmembrane transporter activity
SLC7A5,amino acid transmembrane transporter activity
SLC7A5,amino acid transmembrane transporter activity
SLC7A5,amino acid transport complex
SLC7A5,apical plasma membrane
SLC7A5,apical plasma membrane
SLC7A5,aromatic amino acid transmembrane transporter activity
SLC7A5,basal plasma membrane
SLC7A5,basolateral plasma membrane
SLC7A5,cytosol
SLC7A5,external side of apical plasma membrane
SLC7A5,extracellular exosome
SLC7A5,integral component of membrane
SLC7A5,intracellular membrane-bounded organelle
SLC7A5,leucine import across plasma membrane
SLC7A5,leucine import across plasma membrane
SLC7A5,leukocyte migration
SLC7A5,lysosomal membrane
